Vacancy,Salary,Company,English,OperatingMode,ManagementMethods,Region,Education_Высшее,Education_Не требуется,Education_Среднее,WorkExperience_Более 6 лет,WorkExperience_Нет опыта,WorkExperience_От 1 года до 3 лет,WorkExperience_От 3 до 6 лет
1074,60000.0,141,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,False,True,False
472,130000.0,1559,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
205,100000.0,7,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
242,100000.0,501,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1640,120000.0,2305,Не требуется,Полная занятость,Не указаны,48,False,True,False,True,False,False,False
1455,100000.0,2126,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1455,120000.0,1917,Не требуется,Полная занятость,Не указаны,32,False,True,False,False,False,False,True
722,100000.0,516,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1142,30000.0,324,Не требуется,Полная занятость,Не указаны,70,False,False,True,False,False,True,False
597,55000.0,736,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
729,60000.0,2405,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1640,100000.0,1674,Не требуется,Полная занятость,Не указаны,52,True,False,False,False,False,True,False
68,100000.0,582,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1170,45000.0,1479,Не требуется,Полная занятость,Не указаны,89,False,True,False,False,False,False,True
490,80000.0,2421,Не требуется,Полная занятость,Не указаны,63,False,True,False,False,False,True,False
1933,100000.0,1933,Не требуется,Полная занятость,Не указаны,13,True,False,False,False,False,False,True
1640,180000.0,445,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1455,180000.0,1978,Не требуется,Полная занятость,Не указаны,78,True,False,False,False,False,False,True
770,60000.0,1499,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
64,200000.0,142,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
1179,70000.0,2393,Не требуется,Полная занятость,Не указаны,6,True,False,False,False,False,True,False
615,60000.0,641,Не требуется,Полная занятость,Не указаны,54,False,True,False,False,False,True,False
783,118000.0,1689,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1008,80000.0,657,Требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
155,80000.0,1217,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1455,200000.0,709,Не требуется,Полная занятость,Не указаны,35,True,False,False,True,False,False,False
900,80000.0,901,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,False,False,True
264,73000.0,1986,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1640,50000.0,1810,Не требуется,Полная занятость,Не указаны,27,False,True,False,False,False,True,False
171,150000.0,386,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
873,100000.0,2450,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
966,70000.0,1313,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,True,False,False
731,65000.0,1712,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
968,100000.0,914,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,True,False,False
564,90000.0,1176,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
990,200000.0,1705,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1338,100000.0,2191,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,120000.0,1106,Не требуется,Полная занятость,Не указаны,42,True,False,False,False,False,True,False
342,100000.0,261,Не требуется,Проектная работа,Не указаны,48,False,True,False,False,False,True,False
255,90000.0,184,Не требуется,Полная занятость,scrum,48,False,True,False,False,False,True,False
770,70000.0,395,Не требуется,Полная занятость,Не указаны,27,False,False,True,False,False,True,False
1640,98391.0,2452,Требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1640,88000.0,2322,Не требуется,Полная занятость,Не указаны,86,True,False,False,False,False,True,False
1455,70000.0,447,Не требуется,Полная занятость,Не указаны,41,True,False,False,False,False,True,False
1345,150000.0,1514,Не требуется,Полная занятость,Не указаны,27,False,True,False,False,False,False,True
621,80000.0,767,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
1186,90000.0,971,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,True,False,False
952,200000.0,2074,Не требуется,Полная занятость,agile; scrum,88,False,True,False,False,False,False,True
197,200000.0,181,Требуется,Полная занятость,Не указаны,69,False,True,False,True,False,False,False
688,100000.0,2293,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
327,50000.0,242,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1195,120000.0,1634,Не требуется,Полная занятость,agile,16,False,True,False,False,False,True,False
900,70000.0,301,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
690,200000.0,1303,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1323,150000.0,649,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
208,90000.0,204,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
509,100000.0,2301,Не требуется,Полная занятость,kanban; scrum,48,True,False,False,False,False,False,True
1885,70000.0,27,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
132,80000.0,352,Не требуется,Полная занятость,agile,48,False,False,True,False,False,True,False
259,70000.0,581,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
96,170000.0,2386,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1640,90000.0,927,Не требуется,Полная занятость,Не указаны,50,True,False,False,False,False,True,False
559,120000.0,1024,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,60000.0,1622,Не требуется,Полная занятость,Не указаны,39,False,True,False,False,False,True,False
926,50000.0,1060,Не требуется,Полная занятость,Не указаны,25,False,True,False,False,False,False,True
1640,100000.0,439,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1378,150000.0,1260,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,False,True,False
705,70000.0,388,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1143,60000.0,2279,Не требуется,Полная занятость,Не указаны,63,False,True,False,False,False,True,False
1640,120000.0,2102,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
466,100000.0,2069,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
934,60000.0,1033,Требуется,Полная занятость,Не указаны,23,True,False,False,False,False,True,False
1284,70000.0,1720,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1878,130000.0,2461,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1284,70000.0,1599,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,True,False,False
1210,30000.0,478,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1008,80000.0,657,Требуется,Полная занятость,Не указаны,104,False,True,False,False,False,False,True
1455,150000.0,1270,Не требуется,Полная занятость,Не указаны,89,True,False,False,False,False,False,True
1462,200000.0,185,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
611,120000.0,197,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
323,50000.0,2412,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1640,100000.0,2171,Не требуется,Полная занятость,Не указаны,66,False,True,False,False,False,True,False
1412,500000.0,908,Не требуется,Полная занятость,Не указаны,20,True,False,False,True,False,False,False
1455,100000.0,1494,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,True,False
602,100000.0,943,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
199,100000.0,841,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1394,100000.0,145,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
1311,120000.0,66,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1758,100000.0,1357,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1640,80000.0,1576,Не требуется,Полная занятость,agile,20,False,True,False,False,False,True,False
1453,120000.0,2114,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
1455,100000.0,1416,Не требуется,Полная занятость,Не указаны,96,False,True,False,True,False,False,False
1344,100000.0,653,Не требуется,Полная занятость,agile; scrum,48,False,True,False,False,False,True,False
81,150000.0,108,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,False,False,True
1840,60000.0,2279,Не требуется,Полная занятость,Не указаны,63,False,True,False,False,False,True,False
977,75000.0,2213,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1315,1000.0,274,Не требуется,Полная занятость,Не указаны,69,False,False,True,False,False,True,False
1158,80000.0,1784,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1706,110000.0,880,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
339,70000.0,1993,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
506,120000.0,2264,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
73,120000.0,416,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
75,120000.0,504,Не требуется,Полная занятость,agile,69,False,True,False,False,False,True,False
118,150000.0,284,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
714,100000.0,1882,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1394,100000.0,145,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
691,130000.0,1261,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1640,130000.0,1690,Не требуется,Полная занятость,Не указаны,43,False,True,False,False,False,True,False
264,80000.0,1917,Не требуется,Полная занятость,Не указаны,89,True,False,False,False,False,True,False
1270,80000.0,327,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1532,120000.0,880,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
566,130000.0,467,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
0,90000.0,1500,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
372,90000.0,1042,Не требуется,Полная занятость,Не указаны,93,True,False,False,False,False,True,False
1455,180000.0,365,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1455,200000.0,714,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
821,180000.0,750,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1,120000.0,43,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
38,150000.0,307,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
667,70000.0,2430,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
741,60000.0,189,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1270,100000.0,655,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1645,180000.0,63,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
1417,100000.0,2347,Не требуется,Полная занятость,kanban; scrum,48,True,False,False,False,False,False,True
1921,120000.0,933,Не требуется,Полная занятость,Не указаны,29,True,False,False,False,False,False,True
1640,50000.0,2217,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
196,80000.0,371,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,80000.0,987,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
61,180000.0,119,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
1640,150000.0,1578,Не требуется,Полная занятость,Не указаны,69,True,False,False,True,False,False,False
1455,180000.0,1990,Не требуется,Полная занятость,Не указаны,66,False,True,False,True,False,False,False
1640,150000.0,1778,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
259,87000.0,1200,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
22,70000.0,129,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1455,150000.0,1047,Не требуется,Полная занятость,Не указаны,0,True,False,False,False,False,False,True
162,61000.0,2395,Не требуется,Полная занятость,Не указаны,38,True,False,False,False,False,True,False
596,70000.0,1875,Не требуется,Полная занятость,Не указаны,24,False,False,True,False,False,True,False
27,80000.0,2281,Не требуется,Полная занятость,agile; scrum; waterfall,69,False,True,False,False,False,True,False
256,80000.0,1016,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
1184,200000.0,2299,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
636,100000.0,1155,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
264,80000.0,1917,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
744,60000.0,1917,Не требуется,Полная занятость,Не указаны,39,True,False,False,False,False,True,False
303,55000.0,192,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1309,65000.0,673,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1559,100000.0,1569,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1455,80000.0,1314,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
1665,150000.0,1338,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
1461,180000.0,1478,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
509,108000.0,1726,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1330,120000.0,2438,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
219,50000.0,540,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,True,False,False
1345,75000.0,716,Не требуется,Полная занятость,Не указаны,88,True,False,False,False,False,False,True
259,70000.0,1581,Не требуется,Полная занятость,Не указаны,29,True,False,False,False,False,False,True
1455,50000.0,2520,Не требуется,Полная занятость,Не указаны,78,False,True,False,False,False,True,False
1503,120000.0,120,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1020,80000.0,198,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
497,70000.0,2237,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1455,210000.0,488,Не требуется,Полная занятость,Не указаны,63,False,True,False,False,False,True,False
57,60000.0,909,Не требуется,Полная занятость,agile,48,True,False,False,False,False,True,False
1412,120000.0,369,Не требуется,Полная занятость,agile; waterfall,48,False,True,False,False,False,True,False
689,141000.0,2508,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
721,50000.0,2022,Не требуется,Полная занятость,Не указаны,1,True,False,False,False,False,True,False
313,100000.0,2273,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1710,100000.0,2418,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1099,65000.0,2524,Не требуется,Полная занятость,Не указаны,96,False,False,True,False,False,True,False
1455,60000.0,2288,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1333,73000.0,2434,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1005,80000.0,2296,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
744,60000.0,1793,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
775,40000.0,1182,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1640,50000.0,2343,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
292,60000.0,1851,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1264,50000.0,595,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1640,100000.0,1125,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1640,70000.0,2408,Не требуется,Полная занятость,Не указаны,96,False,False,True,False,False,True,False
1098,50000.0,605,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1715,60000.0,1572,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,True,False,False
1532,180000.0,952,Не требуется,Полная занятость,Не указаны,96,False,True,False,True,False,False,False
822,110000.0,646,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
986,50000.0,2407,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,True,False,False
1926,71000.0,2403,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
699,70000.0,938,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
719,51000.0,59,Требуется,Полная занятость,Не указаны,96,True,False,False,False,True,False,False
209,51000.0,59,Требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1922,120000.0,1776,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
434,60000.0,313,Не требуется,Полная занятость,Не указаны,96,True,False,False,True,False,False,False
1744,120000.0,1722,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1569,100000.0,1822,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1592,250000.0,1234,Не требуется,Полная занятость,Не указаны,96,True,False,False,True,False,False,False
1498,150000.0,1807,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
743,70000.0,2061,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1923,120000.0,1776,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1739,85000.0,591,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1640,60000.0,2123,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
350,135000.0,701,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1749,100000.0,1681,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1533,100000.0,2081,Не требуется,Полная занятость,Не указаны,96,True,False,False,True,False,False,False
838,40000.0,1182,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1609,200000.0,247,Не требуется,Проектная работа,Не указаны,96,False,True,False,False,False,True,False
726,40000.0,2219,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1940,120000.0,2508,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1483,150000.0,1198,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1117,80000.0,219,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1848,80000.0,1,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
868,100000.0,686,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
872,100000.0,686,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
639,50000.0,1722,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1735,300000.0,683,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1873,120000.0,2157,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1721,150000.0,149,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1792,300000.0,1191,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1766,100000.0,2406,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
725,131000.0,2145,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,True,False,False
1576,100000.0,2406,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1860,130000.0,679,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1329,70000.0,2295,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1215,50000.0,686,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
1470,170000.0,1719,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1455,180000.0,964,Не требуется,Полная занятость,Не указаны,96,True,False,False,True,False,False,False
1502,100000.0,2406,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,False,True
1345,100000.0,2483,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1763,80000.0,2128,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1599,180000.0,1849,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
1804,80000.0,2409,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
304,30000.0,1286,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
678,90000.0,2448,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1099,65000.0,2524,Не требуется,Полная занятость,Не указаны,91,False,False,True,False,False,True,False
1455,100000.0,1570,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1068,100000.0,177,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1455,60000.0,1178,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
761,70000.0,2215,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1934,70000.0,1408,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1640,100000.0,1844,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1662,100000.0,1604,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1429,100000.0,1029,Не требуется,Полная занятость,agile; waterfall,91,True,False,False,False,False,True,False
638,70000.0,1722,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1743,150000.0,2155,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
316,40000.0,13,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1336,80000.0,1430,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,False,True
1065,40000.0,491,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1794,80000.0,1313,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1455,200000.0,584,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1329,50000.0,2434,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
438,70000.0,592,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1859,120000.0,879,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1381,45000.0,2324,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1495,180000.0,1052,Не требуется,Полная занятость,Не указаны,91,True,False,False,True,False,False,False
440,70000.0,1605,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
440,65000.0,1605,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
444,65000.0,1605,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
450,70000.0,1605,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1604,35000.0,1621,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
443,110000.0,2255,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1513,80000.0,1604,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
721,70000.0,1519,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1609,200000.0,247,Не требуется,Проектная работа,Не указаны,91,False,True,False,False,False,True,False
1624,250000.0,2085,Не требуется,Полная занятость,Не указаны,91,True,False,False,True,False,False,False
740,50000.0,2388,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
494,35000.0,2391,Не требуется,Частичная занятость,Не указаны,91,False,True,False,False,False,True,False
868,100000.0,686,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
317,40000.0,2345,Не требуется,Полная занятость,Не указаны,91,False,False,True,False,False,True,False
1196,60000.0,2444,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
872,100000.0,686,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1788,100000.0,1162,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,False,True
1455,80000.0,1660,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1542,180000.0,2195,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1800,90000.0,1571,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
983,80000.0,1320,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
929,45000.0,1604,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
447,80000.0,2476,Не требуется,Частичная занятость,Не указаны,91,False,True,False,False,False,True,False
656,60000.0,1053,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1708,150000.0,2448,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
399,50000.0,1912,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1215,50000.0,686,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1467,150000.0,839,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1903,70000.0,686,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1455,180000.0,964,Не требуется,Полная занятость,Не указаны,91,True,False,False,True,False,False,False
406,100000.0,2449,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1272,100000.0,801,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,True,False
1466,150000.0,2154,Не требуется,Полная занятость,Не указаны,91,True,False,False,False,False,False,True
1891,40000.0,2212,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1860,130000.0,679,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,False,True
179,80000.0,1160,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1068,100000.0,177,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,True,False,False
292,60000.0,1851,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1455,120000.0,1960,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
1764,100000.0,1308,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
944,70000.0,2013,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,True,False,False
1249,40000.0,939,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
313,40000.0,751,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1833,80000.0,9,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1101,65000.0,1449,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
614,70000.0,614,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
453,120000.0,2244,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
725,122000.0,2145,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,True,False,False
693,100000.0,1632,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
867,47000.0,1900,Не требуется,Полная занятость,Не указаны,68,False,False,True,False,True,False,False
1841,100000.0,1853,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
1174,55000.0,1898,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1492,100000.0,1612,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
760,60000.0,1835,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1421,100000.0,2050,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,False,True
1350,55000.0,2438,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
716,60000.0,1722,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1589,180000.0,1974,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,False,True
1010,40000.0,2245,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
